Grupo,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores 
D+TEC - Desarrollo Tecnológico,Caracterización de materiales alternativos para frenos de fricción, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2012,17 ,52 , 26 , 31,,,
D+TEC - Desarrollo Tecnológico,"Modelamiento de la tasa de respiracion de banano, variedad Gross Michel, basado en las ecuaciones de la cinetica enzimatica de Michaelis-Menten", Publicado en revista especializada, OSCAR BARRERO MENDOZA,Colombia, Tumbaga ,, 1909-4841, Tumbaga , 2012,1 ,N/A , 101 , 113,,,
D+TEC - Desarrollo Tecnológico,pH control structure design for a periodically operated membrane separation process, Publicado en revista especializada," OSCAR ANDRES PRADO RUBIO, STEN BAY JØRGENSEN, GUNNAR EIGIL JONSSON",Países Bajos, Computers '&' Chemical Engineering ,10.1016/j.compchemeng.2012.03.011, 0098-1354, Computers '&' Chemical Engineering , 2012,43 , , 120 , 129,,,
D+TEC - Desarrollo Tecnológico,Metodología para la investigación en electrónica de potencia basada en una nueva herramienta didáctica, Publicado en revista especializada, OSWALDO LOPEZ SANTOS,Colombia, Revista Educación En Ingeniería ,, 1900-8260, Revista Educación En Ingeniería , 2011,12 ,N/A , 80 , 89,,,
D+TEC - Desarrollo Tecnológico,Reverse Electro-Enhanced Dialysis for lactate recovery from a fermentation broth, Publicado en revista especializada," OSCAR ANDRES PRADO RUBIO, STEN BAY JØRGENSEN, GUNNAR EIGIL JONSSON",Países Bajos, Journal of Membrane Science ,doi:10.1016/j.memsci.2011.03.007, 0376-7388, Journal of Membrane Science , 2011,374 ,1 , 20 , 32,,,
D+TEC - Desarrollo Tecnológico,"Plataforma interactiva para el análisis, diseño y simulación de convertidores de potencia", Publicado en revista especializada," OSWALDO LOPEZ SANTOS, ANDRES MAURICIO RICO PINTO",Colombia, Iberchip IWS ,, 2177-1286, Iberchip IWS , 2011,17 ,17 , 1 ,  4,,,
D+TEC - Desarrollo Tecnológico,Cerebral tissue oxygenation and regional oxygen saturation can be used to study cerebral autoregulation in prematurely born infants, Publicado en revista especializada, ALEXANDER CAICEDO DORADO,Bélgica, Pediatric Research ,, 1530-0447, Pediatric Research , 2011,69 ,6 , 548 , ,,,
D+TEC - Desarrollo Tecnológico,Model based investigation of the potential lactate recovery using electro-enhanced dialysis¿Static analysis, Publicado en revista especializada," OSCAR ANDRES PRADO RUBIO, STEN BAY JØRGENSEN, GUNNAR EIGIL JONSSON",Países Bajos, Separation and Purification Technology ,doi:10.1016/j.seppur.2010.12.010, 1383-5866, Separation and Purification Technology , 2011,78 ,1 , 113 , 124,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de una estrategia de control predictivo para el secado de arroz paddy, Publicado en revista especializada," ALFONSO CUBILLOS VARELA, OSCAR BARRERO MENDOZA",Colombia, Revista Facultad de Ingenieria ,, 0120-6230, Revista Facultad de Ingenieria , 2010,56 ,N/A , 78 , 86,,,
D+TEC - Desarrollo Tecnológico,Diseño e implementación de una estrategia de control predictivo para el secado de arroz paddy, Publicado en revista especializada," ALFONSO CUBILLOS, OSCAR BARRERO MENDOZA, ALFONSO CUBILLOS VARELA",Colombia, Revista Facultad de Ingenieria ,, 0120-6230, Revista Facultad de Ingenieria , 2010,56 ,N/A , 78 , 86,,,
D+TEC - Desarrollo Tecnológico,Caracterización del sistema de molienda en el proceso de producción de carbonato de calcio, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2010,17 ,46 , 28 , 33,,,
D+TEC - Desarrollo Tecnológico,Comportamiento sonoro en probetas de acero 1020 y madera en el ensayo de impacto Charpy, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2010,17 ,46 , 22 , 27,,,
D+TEC - Desarrollo Tecnológico,Compacidad en Reductores Mecánicos de un Paso utilizando Ejes Huecos, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Chile, Informacion Tecnologica ,, 0718-0764, Informacion Tecnologica , 2010,21 ,1 , 57 , 62,,,
D+TEC - Desarrollo Tecnológico,Modeling Donnan Dialysis Separation for Carboxylic Anion Recovery, Publicado en revista especializada," OSCAR ANDRES PRADO RUBIO, MARTIN MØLLERHØJ, STEN BAY JØRGENSEN, GUNNAR EIGIL JONSSON",Países Bajos, Computers '&' Chemical Engineering ,10.1016/j.compchemeng.2010.03.003, 0098-1354, Computers '&' Chemical Engineering , 2010,34 ,N/A , 1567 , 1579,,,
D+TEC - Desarrollo Tecnológico,"Verificación del tribosistema, una herramienta para la identificación y análisis de fallas", Publicado en revista especializada, EDUARDO ALBERTO PEREZ RUIZ,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2009,43 ,N/A , 83 , 88,,,
D+TEC - Desarrollo Tecnológico,Diseño De Una Maquina Prelimpiadora De Laboratorio De Arroz Paddy, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2009,15 ,43 , 72 , 77,,,
D+TEC - Desarrollo Tecnológico,Comportamiento de la temperatura de trabajo de un lubricante mineral utilizando aceite de ricino como aditivo, Publicado en revista especializada, EDUARDO ALBERTO PEREZ RUIZ,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2009,43 ,N/A , 78 , 82,,,
D+TEC - Desarrollo Tecnológico,EPSAC-controlled anesthesia with online gain adaptation, Publicado en revista especializada, JORGE OSWALDO NINO CASTANEDA,Bélgica, International Journal of Adaptive Control and Signal Processing ,, 0890-6327, International Journal of Adaptive Control and Signal Processing , 2009,23 ,5 , 455 , 471,,,
D+TEC - Desarrollo Tecnológico,Evaluación de la carga resistente para el diseño de un equipo mezclador de colágeno de res, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2009,15 ,43 , 66 , 71,,,
D+TEC - Desarrollo Tecnológico,Aumento de la luminiscencia del Bi3+ y Pb2+ en vidrios de metales pesados que contienen nanoparticulas de plata, Publicado en revista especializada, LUZ PATRICIA NARANJO RIANO,Venezuela, Revista Latinoamericana de Metalurgia y Materiales ,, 0255-6952, Revista Latinoamericana de Metalurgia y Materiales , 2009,29 ,S1 , 395 , 399,,,
D+TEC - Desarrollo Tecnológico,Processing and characterisation of Bioglass® coating on Ti6Al4V subtrates, Publicado en revista especializada, JORGE LUIS ENCISO MANRIQUE,Venezuela, Revista Latinoamericana de Metalurgia y Materiales ,, 0255-6952, Revista Latinoamericana de Metalurgia y Materiales , 2009,29 ,S1 , 77 , 90,,,
D+TEC - Desarrollo Tecnológico,NMPC for Propofol Drug Dosing during Anesthesia Induction, Publicado en revista especializada," SYAFIIE SYAM, JORGE OSWALDO NINO CASTANEDA, CLARA IONESCU, ROBIN DE KEYSER",Italia, Lecture Notes in Control and Information Sciences ,, 0170-8643, Lecture Notes in Control and Information Sciences , 2009,384 ,N/A , 501 , 509,,,
D+TEC - Desarrollo Tecnológico,Simulación (FEM) de la distribución de esfuerzos de contacto en sistemas recubiertos bajo repetidas indentaciones, Publicado en revista especializada," EDUARDO ALBERTO PEREZ RUIZ, LUIS IVAN NEGRIN",Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2008,40 ,40 , 77 , 82,,,
D+TEC - Desarrollo Tecnológico,Diseño de un sistema de transporte de material de arrastre triturado de río, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2008,14 ,40 , 83 , 88,,,
D+TEC - Desarrollo Tecnológico,Análisis de simulación de esfuerzos y deformación plástica durante el contacto y deslizamiento de dos cuerpos, Publicado en revista especializada," EDUARDO ALBERTO PEREZ RUIZ, LUIS IVAN NEGRIN",Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2008,39 ,39 , 147 , 152,,,
D+TEC - Desarrollo Tecnológico,Estudio del contacto entre un penetrador rígido y una probeta de aluminio considerando carga normal y desplazamiento tangencial usando el método de los elementos finitos, Publicado en revista especializada," LUIS IVAN NEGRIN, EDUARDO ALBERTO PEREZ RUIZ",Colombia, Revista Iberoamericana De Ingenieria Mecanica ,, 1137-2729, Revista Iberoamericana De Ingenieria Mecanica , 2008,12 ,1 , 15 , 23,,,
D+TEC - Desarrollo Tecnológico,Efecto de la utilización de arboles huecos en la Compacidad de reductores mecánicos de un paso, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2008,14 ,38 , 181 , 186,,,
D+TEC - Desarrollo Tecnológico,La Investigación Formativa en Ingeniería Mecánica, Publicado en revista especializada, OSCAR ARAQUE DE LOS RIOS,Colombia, Elementos Para Un Diagnóstico Sobre La Situación De Conflicto Armado En El Tolima ,, 1794-1997, Elementos Para Un Diagnóstico Sobre La Situación De Conflicto Armado En El Tolima , 2008,1 ,1 , 17 , 23,,,
D+TEC - Desarrollo Tecnológico,Kalman Filtering with Constrained Output Injection, Publicado en revista especializada," JAGANATH CHANDRASEKAR, DENISE S BERNSTEIN, OSCAR BARRERO MENDOZA, BART DE MOOR",Reino Unido, International Journal of Control ,, 0020-7179, International Journal of Control , 2007,80 ,12 , 1863 , 1879,,,
D+TEC - Desarrollo Tecnológico,Total respiratory impedance analysis using ladder networks analogy for fractional order models, Publicado en revista especializada, ALEXANDER CAICEDO DORADO,Rumania, Bulletin Of The Transilvania University Of Brasov,, 1223-9631, Bulletin Of The Transilvania University Of Brasov, 2007,14 ,49 , 227 , 234,,,
D+TEC - Desarrollo Tecnológico,Modelizaciòn y Control de un sistema Neumàtico usando Control Inteligente, Publicado en revista especializada," JOSE ALDEMAR MUNOZ HERNANDEZ, ANA ISABEL GUTIERREZ COLMENARES, FLAMINIO VERA",España, Scientia Et Technica ,http://www.utp.edu.co/scientia, 0122-1701, Scientia Et Technica , 2007,34 ,N/A , 225 , 230,,,
D+TEC - Desarrollo Tecnológico,Revisión de Ecuaciones Constitutivas para la Modelación del Proceso de Secado de Arroz Paddy Colombiano en Silos Inclinados, Publicado en revista especializada," OSCAR BARRERO MENDOZA, ALFONSO CUBILLOS",Colombia, Cuadernos De Investigación ,, 1657-401X, Cuadernos De Investigación , 2007, , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Diseño y Construcción de una camara de Nitruración gaseos con esquemas multiples de calentamiento, Publicado en revista especializada," JORGE LUIS ENCISO MANRIQUE, ARCELIO HERNANDEZ",Colombia, Scientia Et Technica ,, 0122-1701, Scientia Et Technica , 2007,XIII ,36 , 931 , 936,,,
D+TEC - Desarrollo Tecnológico,Revisión de Ecuaciones Constitutivas para la Modelación del Proceso de Secado de Arroz Paddy Colombiano en Silos Inclinados, Publicado en revista especializada," OSCAR BARRERO MENDOZA, ALFONSO CUBILLOS VARELA",Colombia, Cuadernos De Investigación ,, 1657-401X, Cuadernos De Investigación , 2007,N/A ,N/A , 12 , 16,,,
D+TEC - Desarrollo Tecnológico,Diseño e Instrumentaciòn de una planta piloto de tratamiento de aguas residuales para control, Publicado en revista especializada, JOSE ALDEMAR MUNOZ HERNANDEZ,Colombia, Cuadernos De Investigación ,, 1657-401X, Cuadernos De Investigación , 2006,11 ,1 , 29 , 36,,,
D+TEC - Desarrollo Tecnológico,Optimización de un Proceso de Clasificación de Texturas, Publicado en revista especializada," OSCAR BARRERO MENDOZA, SERGIO ORJUELA",Colombia, Cuadernos De Investigación ,, 1657-401X, Cuadernos De Investigación , 2006,11 , , 37 , 44,,,
D+TEC - Desarrollo Tecnológico,Data Assimilation for Magneto-Hydrodynamics Systems, Publicado en revista especializada," OSCAR BARRERO MENDOZA, BART DE MOOR, DENNIS S BERNSTEIN",Países Bajos, Journal of Computational and Applied Mathematics ,, 0377-0427, Journal of Computational and Applied Mathematics , 2006,189 ,1-2 ,,2 págs: 242 - 259,,,
D+TEC - Desarrollo Tecnológico,La espiral logaritmica y los problemas de persecucion, Publicado en revista especializada, IVAN DARIO RAMIREZ RIVAS,Colombia, Cuadernos De Investigación ,, 0958-8175, Cuadernos De Investigación , 2005, , ,  , ,,,
D+TEC - Desarrollo Tecnológico,Numerical and experimental analyses on the contact stresses developed during single and successive indentations of coated systems, Publicado en revista especializada," EDUARDO ALBERTO PEREZ RUIZ, ROBERTO MARTINS DE SOUZA",Suiza, Surface and Coatings Technology ,, 0257-8972, Surface and Coatings Technology , 2004,188 ,189C , 572 , 580,,,
D+TEC - Desarrollo Tecnológico,Passivity based modelling and simulation of a nonlinear process control system, Publicado en revista especializada, JOSE ALDEMAR MUNOZ HERNANDEZ,Grecia, Proceedings of the IASTED International Conference on Modelling and Simulation ,, 1021-8181, Proceedings of the IASTED International Conference on Modelling and Simulation , 2002,2 ,N/A , 440 , 445,,,
D+TEC - Desarrollo Tecnológico,An application of neural network based predictive control, Publicado en revista especializada," JAIRO JOSE ESPINOSA OVIEDO, ANA ISABEL GUTIERREZ, ROBIN DE KEYSER",Bélgica, Journal A ,, 0771-1107, Journal A , 2000,41 ,1 , 52 , 59,,,
D+TEC - Desarrollo Tecnológico,Constructing Fuzzy Models with Linguistic Integrity-AFRELI Algorithm, Publicado en revista especializada," JAIRO JOSE ESPINOSA OVIEDO, JOOS VANDEWALLE",Estados Unidos, IEEE Transactions on Fuzzy Systems ,, 1063-6706, IEEE Transactions on Fuzzy Systems , 2000,8 ,5 , 591 , 599,,,
D+TEC - Desarrollo Tecnológico,An application of neural network based predictive control, Publicado en revista especializada," ANA ISABEL GUTIERREZ COLMENARES, DE KEYSER ROBIN, JAIRO ESPINOSA",Bélgica, Journal A ,, 0771-1107, Journal A , 2000,41 ,1 , 52 , 59,,,
D+TEC - Desarrollo Tecnológico,Fuzzy scheduling to control a hydraulic servo system, Publicado en revista especializada," JAIRO JOSE ESPINOSA OVIEDO, PAUL VANVUCHELEN, JOOS VANDEWALLE",Bélgica, Journal A ,, 0771-1107, Journal A , 1995,36 ,3 , 51 , 55,,,
GINNOVA,Using cause-effect graphs to elicit expert knowledge for cross-impact balance analysis, Publicado en revista especializada," ANDRES FELIPE USECHE LUQUE, JOSE DAVID MEISEL DONOSO, FELIPE MONTES JIMENEZ, OLGA LUCIA SARMIENTO DUENAS",Países Bajos, MethodsX ,10.1016/j.mex.2021.101492, 2215-0161, MethodsX , 2021,8 ,N/A , 1 , 9,,,
GINNOVA,From causal loop diagrams to future scenarios: Using the cross-impact balance method to augment understanding of urban health in Latin America, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, ANDRES FELIPE USECHE LUQUE, FELIPE MONTES JIMENEZ, OLGA LUCIA SARMIENTO DUENAS",Reino Unido, Social Science '&' Medicine ,10.1016/j.socscimed.2021.114157, 0277-9536, Social Science '&' Medicine , 2021,282 ,N/A , 1 , 10,,,
GINNOVA,Mechanical and Market Study for Sand/Recycled-Plastic Cobbles in a Medium-Size Colombian City, Publicado en revista especializada," LUZ ADRIANA SANCHEZ ECHEVERRI, NELSON JAVIER TOVAR PERILLA",Suiza, Recycling ,10.3390/recycling6010017, 2313-4321, Recycling , 2021,6 ,17 , 1 , 13,,,
GINNOVA,Is a social network approach relevant to football results?, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, FELIPE MONTES JIMENEZ, PABLO DAVID LEMOINE ARBOLEDA, JUAN ALEJANDRO VALDIVIA HEPP",Italia, Chaos Solitons '&' Fractals ,10.1016/j.chaos.2020.110369, 0960-0779, Chaos Solitons '&' Fractals , 2021,142 ,N/A , 1 , 8,,,
GINNOVA,"Trans-Localizando, una actividad lúdica para estudiar el problema de localización-ruteo", Publicado en revista especializada, CAROLINA SAAVEDRA MORENO,, I+D Revista De Investigaciones ,10.33304/revinv.v16n1-2021011, 2256-1676, I+D Revista De Investigaciones , 2020,16 ,1 , 127 , 135,,,
GINNOVA,Planeando las compras en PartesYa: una actividad lúdica para estudiar el MRP, Publicado en revista especializada, CAROLINA SAAVEDRA MORENO,, I+D Revista De Investigaciones ,10.33304/revinv.v16n1-2021005, 2256-1676, I+D Revista De Investigaciones , 2020,16 , , 53 , 61,,,
GINNOVA,An Efficient Algorithm for Minimizing Regular Criteria in the Job-Shop Scheduling Multi-resource Resource Flexibility with Linear Routes, Publicado en revista especializada," WILLIAM FERNANDO TORRES TAPIA, ANDRES ALBERTO GARCIA LEON",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_15, 1865-0929, Communications in Computer and Information Science , 2020,1274 ,N/A , 165 , 180,,,
GINNOVA,"A Fast Pareto Approach to Minimize Regular Criteria in the Job-shop Scheduling Problem with Maintenance Activities, Sequence Dependent and Set-up Times", Publicado en revista especializada," WILLIAM FERNANDO TORRES TAPIA, ANDRES ALBERTO GARCIA LEON",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_16, 1865-0929, Communications in Computer and Information Science , 2020,1274 , , 181 , 193,,,
GINNOVA,"A Hybrid Algorithm to Minimize Regular Criteria in the Job-shop Scheduling Problem with Maintenance Activities, Sequence Dependent and Set-up Times", Publicado en revista especializada," ANDRES ALBERTO GARCIA LEON, WILLIAM FERNANDO TORRES TAPIA",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_18, 1865-0929, Communications in Computer and Information Science , 2020,1274 ,N/A , 208 , 221,,,
GINNOVA,An Efficient Algorithm for Minimizing Regular Criteria in the Job-Shop Scheduling Multi-resource Resource Flexibility with Linear Routes, Publicado en revista especializada," ANDRES ALBERTO GARCIA LEON, WILLIAM FERNANDO TORRES TAPIA",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_15, 1865-0929, Communications in Computer and Information Science , 2020,1274 ,N/A , 165 , 180,,,
GINNOVA,"A Hybrid Algorithm to Minimize Regular Criteria in the Job-shop Scheduling Problem with Maintenance Activities, Sequence Dependent and Set-up Times", Publicado en revista especializada," ANDRES ALBERTO GARCIA LEON, WILLIAM FERNANDO TORRES TAPIA",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_18, 1865-0929, Communications in Computer and Information Science , 2020,1274 ,N/A , 208 , 221,,,
GINNOVA,"A Fast Pareto Approach to Minimize Regular Criteria in the Job-shop Scheduling Problem with Maintenance Activities, Sequence Dependent and Set-up Times", Publicado en revista especializada," WILLIAM FERNANDO TORRES TAPIA, ANDRES ALBERTO GARCIA LEON",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-61834-6_16, 1865-0929, Communications in Computer and Information Science , 2020,1274 ,N/A , 181 , 193,,,
GINNOVA,Effects of a Physical Activity Program Potentiated with ICTs on the Formation and Dissolution of Friendship Networks of Children in a Middle-Income Country, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, ANA MARIA GUERRA BERNAL, FELIPE MONTES JIMENEZ, ANDRES FELIPE USECHE LUQUE, ANA MARIA JARAMILLO MEJIA, SILVIA ALEJANDRA GONZALEZ CIFUENTES, OLGA LUCIA SARMIENTO DUENAS",Suiza, International Journal of Environmental Research and Public Health ,10.3390/ijerph17165796, 1661-7827, International Journal of Environmental Research and Public Health , 2020,17 ,16 , 1 , 21,,,
GINNOVA,CEREBR-IO: Actividad lúdica para la enseñanza y el fortalecimiento de la investigación de operaciones, Publicado en revista especializada, ANGIE MARCELA RAMIREZ RUBIO,Colombia, I+D Revista De Investigaciones ,10.33304/revinv.v15n2-2020013, 2256-1676, I+D Revista De Investigaciones , 2020,15 ,2 , 148 , 162,,,
GINNOVA,"Active school transport among children from Canada, Colombia, Finland, South Africa, and the United States: A tale of two journeys", Publicado en revista especializada," SILVIA ALEJANDRA GONZALEZ CIFUENTES, OLGA LUCIA SARMIENTO DUENAS, PABLO DAVID LEMOINE ARBOLEDA, JOSE DAVID MEISEL DONOSO",Suiza, International Journal of Environmental Research and Public Health ,10.3390/ijerph17113847, 1661-7827, International Journal of Environmental Research and Public Health , 2020,17 ,11 , 1 , 22,,,
GINNOVA,"Using a system dynamics model to study the obesity transition by socioeconomic status in Colombia at the country, regional and department levels", Publicado en revista especializada, ANGIE MARCELA RAMIREZ RUBIO,, BMJ Open ,10.1136/bmjopen-2019-036534, 2044-6055, BMJ Open , 2020,10 , , 1 , 11,,,
GINNOVA,"Urban Transformations and Health: Methods for TrUST¿a Natural Experiment Evaluating the Impacts of a Mass Transit Cable Car in Bogotá, Colombia", Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, OLGA LUCIA SARMIENTO DUENAS, DIANA ROCIO HIGUERA MENDIETA, FELIPE MONTES JIMENEZ, ANDRES FELIPE USECHE LUQUE, CAMILO ANDRES TRIANA REYES, ANDRES LEONARDO MEDAGLIA GONZALEZ",Suiza, Frontiers in Public Health ,10.3389/fpubh.2020.00064, 2296-2565, Frontiers in Public Health , 2020,8 ,64 , 1 , 15,,,
GINNOVA,"Benchmarking seeding strategies for spreading processes in social networks: an interplay between influencers, topologies and sizes", Publicado en revista especializada," FELIPE MONTES JIMENEZ, JOSE DAVID MEISEL DONOSO, ANA MARIA JARAMILLO MEJIA, JUAN ALEJANDRO VALDIVIA HEPP, OLGA LUCIA SARMIENTO DUENAS, ROBERTO ZARAMA URDANETA",Inglaterra, Scientific Reports ,10.1038/s41598-020-60239-4, 2045-2322, Scientific Reports , 2020,10 ,N/A , 1 , 12,,,
GINNOVA,Using community-based system dynamics modeling to understand the complex systems that influence health in cities: The SALURBAL study, Publicado en revista especializada," OLGA LUCIA SARMIENTO DUENAS, JOSE DAVID MEISEL DONOSO",Reino Unido, Health '&' Place ,10.1016/j.healthplace.2019.102215, 1353-8292, Health '&' Place , 2019,60 ,N/A , 1 , 12,,,
GINNOVA,A General Local Search Pareto Approach with Regular Criteria for Solving the Job-Shop Scheduling Problem Multi-resource Resource Flexibility with Linear Routes, Publicado en revista especializada," WILLIAM FERNANDO TORRES TAPIA, ANDRES ALBERTO GARCIA LEON",Suiza, Communications in Computer and Information Science ,10.1007/978-3-030-31019-6_64, 1865-0929, Communications in Computer and Information Science , 2019,1052 , , 764 , 775,,,
GINNOVA,Systemic Model of the Rice Chain. Plateau of Ibagué Case, Publicado en revista especializada," NELSON JAVIER TOVAR PERILLA, JOSE FIDEL TORRES DELGADO, HAROLD ALEXANDER CUELLAR MOLINA",Suiza, Communications in Computer and Information Science ,10.1007/978-3-030-31019-6_56, 1865-0929, Communications in Computer and Information Science , 2019,52 ,N/A , 664 , 675,,,
GINNOVA,Design of Distribution Network of a Fresh Egg Producing and Commercializing Company in Colombia, Publicado en revista especializada, NELSON JAVIER TOVAR PERILLA,Suiza, Communications in Computer and Information Science ,10.1007/978-3-030-31019-6_61, 1865-0929, Communications in Computer and Information Science , 2019,52 ,N/A , 722 , 734,,,
GINNOVA,A General Local Search Pareto Approach with Regular Criteria for Solving the Job-Shop Scheduling Problem Multi-resource Resource Flexibility with Linear Routes, Publicado en revista especializada," ANDRES ALBERTO GARCIA LEON, WILLIAM FERNANDO TORRES TAPIA",Colombia, Communications in Computer and Information Science ,10.1007/978-3-030-31019-6_64, 1865-0929, Communications in Computer and Information Science , 2019,1052 , , 764 , 775,,,
GINNOVA,An efficient Pareto approach for solving the multi-objective flexible job-shop scheduling problem with regular criteria, Publicado en revista especializada, ANDRES ALBERTO GARCIA LEON,, Computers '&' Operations Research ,10.1016/j.cor.2019.04.012, 0305-0548, Computers '&' Operations Research , 2019,108 , , 187 , 200,,,
GINNOVA,Complex Systems Approaches to Diet: A Systematic Review, Publicado en revista especializada," JOSE DAVID MEISEL DONOSO, FELIPE MONTES JIMENEZ",Estados Unidos, American Journal of Preventive Medicine ,10.1016/j.amepre.2019.03.017, 0749-3797, American Journal of Preventive Medicine , 2019,57 ,2 , 273 , 281,,,
GINNOVA,The co-opetition as strategy for competitiveness in the tourism sector of Tolima. Colombian case in the Ruta Mutis, Publicado en revista especializada, HELGA PATRICIA BERMEO ANDRADE,, The Journal of Alternative Perspectives in the Social Sciences ,, 1944-1096, The Journal of Alternative Perspectives in the Social Sciences , 2019,18 ,1 , 167 , 177,,,
GINNOVA,Mejora del modelo de distribución de una empresa productora y comercializadora de gases medicinales e industriales para minimizar el Efecto Bullwhip en su cadena de suministro, Publicado en revista especializada," JOSE LEONARDO MONTEALEGRE QUIJANO, NELSON JAVIER TOVAR PERILLA",Venezuela, Espacios ,, 0798-1015, Espacios , 2019,40 ,16 , 4 , 12,,,
GINNOVA,Active streets for children: The case of the Bogotá Ciclovía, Publicado en revista especializada," CAMILO ANDRES TRIANA REYES, OLGA LUCIA SARMIENTO DUENAS, ALEJANDRA CECILIA BRAVO BALADO, SILVIA ALEJANDRA GONZALEZ CIFUENTES, MANUEL ALEJANDRO BOLIVAR VARGAS, PABLO DAVID LEMOINE ARBOLEDA, JOSE DAVID MEISEL DONOSO, CARLOS ANDRES GRIJALBA HUERTAS",Estados Unidos, PLoS ONE ,10.1371/journal.pone.0207791, 1932-6203, PLoS ONE , 2019,14 ,5 , 0 , 16,,,
GINNOVA,Evaluación de los requerimientos de los empaques en el sector algodón-textil-confección para su incursión en los mercados verdes, Publicado en revista especializada," LINA PAOLA DIAZ GUTIERREZ, NELSON JAVIER TOVAR PERILLA",Venezuela, Espacios ,, 0798-1015, Espacios , 2019,40 ,3 , 10 , 15,,,
GINNOVA,Incidence of hydrocolloid type on quality parameters in mango leathers (Mangifera indica L.) Yulima variety, Publicado en revista especializada, HELGA PATRICIA BERMEO ANDRADE,Brasil, Food Science and Technology ,10.1590/fst.16917, 0101-2061, Food Science and Technology , 2018,38 ,1 , 109 , 115,,,
GINNOVA,Towards a Computational Tool to Facilitate the Scheduling of Elective Surgeries in a Healthcare Institution, Publicado en revista especializada," CAROLINA SAAVEDRA MORENO, FABIAN ANDRES CASTANO GIRALDO, ANDRES ALBERTO GARCIA LEON",Suiza, Communications in Computer and Information Science ,10.1007/978-3-030-00350-0_37, 1865-0929, Communications in Computer and Information Science , 2018,915 ,N/A , 446 , 458,,,
GINNOVA,Towards a Computational Tool to Facilitate the Scheduling of Elective Surgeries in a Healthcare Institution, Publicado en revista especializada," CAROLINA SAAVEDRA MORENO, FABIAN ANDRES CASTANO GIRALDO, ANDRES ALBERTO GARCIA LEON",Suiza, Communications in Computer and Information Science ,10.1007/978-3-030-00350-0_37, 1865-0929, Communications in Computer and Information Science , 2018,915 , , 446 , 458,,,
GINNOVA,Citizen participation in the design of public policy through ICTs in Colombia, Publicado en revista especializada," HELGA PATRICIA BERMEO ANDRADE, DORA LUZ GONZALEZ BANALES, IVAN DARIO HERNANDEZ UMANA, MONICA MARIA CALDERON PINEDO",Colombia, Cuadernos De Administración ,DOI: 10.25100/cdea.v34i60.5990, 0120-4645, Cuadernos De Administración , 2018,34 ,60 , 3 , 17,,,
GINNOVA,Citizen participation in the design of public policy through ICTs in Colombia, Publicado en revista especializada," IVAN DARIO HERNANDEZ UMANA, HELGA PATRICIA BERMEO ANDRADE, DORA LUZ GONZALEZ BANALES",Colombia, Cuadernos De Administración ,, 0120-4645, Cuadernos De Administración , 2018,34 ,60 , 3 , 17,,,
GINNOVA,Evaluación de reglas de prioridad para la programación de cirugías en ambientes con limitada disponibilidad de recursos, Publicado en revista especializada," CAROLINA SAAVEDRA MORENO, FABIAN ANDRES CASTANO GIRALDO",Colombia, Scientia Et Technica ,https://doi.org/10.22517/issn.2344-7214, 0122-1701, Scientia Et Technica , 2018,23 , , 58 , 67,,,
